s1905	s1816	s1616
-0.048094377	-0.456638366	-1.291231394
-0.162552997	0.301655769	-0.129767835
0.400179535	-0.487665236	-0.838719189
-2.286881208	-1.584962368	-2.369233608
-0.822212934	-0.535493791	-0.7842713
0.208813936	0.703018248	-0.217230707
-0.68280983	-0.725825071	0.403355718
-0.023846716	-0.568283677	-1.329705477
-0.538419962	-1.456638336	-0.451695949
0.135351866	-1.128584146	-1.079727173
-1.886343241	-1.396517277	-4.217230797
-0.953457475	-1.456638336	-0.706268847
-0.330824494	0.319689691	-0.757799089
-0.123382434	0.14864409	-0.063425414
-1	-0.881944239	-0.329705417
-0.149377629	2.112894058	2.458020687
0.631505013	0.925410807	0.895469427
-1.097847342	1.837395668	1.140321255
-0.590887368	0.065588415	0.92844671
0.011777163	-0.584962428	0.045803647
0.113656819	2.341919661	1.300044894
-0.376148522	0.736965716	-0.369233757
-0.68280983	1.107713938	0.610588253
-0.504472613	-0.140862539	-1.079727173
-0.780990303	0.689212501	-0.63226819
-0.701918721	1.292553663	0.045803647
1.873393536	2.312953234	3.332746506
-1.573185444	0.977457464	-0.584962547
-1.801454425	0.372477055	0.090197816
0.461580008	0.846753776	-0.369233757
0.023458958	-0.01122725	-0.56187892
0.345387012	-0.426264733	-0.516791105
-1.097847342	-1.128584146	-0.164119422
0.135351866	0.328622818	-0.56187892
-0.930737376	-0.763299704	0.42662546
0.113656819	0.255559266	0.367731839
0.683972478	0.931287348	0.610588253
-0.555697978	-0.601836205	1.023083568
-0.097847372	1.231946707	-0.07972721
-0.01187408	-0.801773787	-1.253756642
-0.721283972	-0.653675199	-0.310340136
-0.538419962	1.504472733	-0.369233757
1.738147736	1.716693163	-0.291231304
-0.504472613	-1.033947229	-0.43063435
1.793776512	1.740316868	2.550953627
-0.90836966	0.319689691	-2.291231155
-0.555697978	0.98877281	-0.866733551
-0.645335197	-0.601836205	-0.608421445
-2.175849676	-2.689299107	-3.731803894
0.914752603	-0.381870568	0
0.470142096	-0.411314338	-0.07972721
0.608421445	0.913585365	0.903784633
-0.035919547	-0.902702749	-0.731803894
0.124545127	0.66119808	0.727627635
0.345387012	0.389652252	0.015430026
-0.886343241	0.423401058	-0.015596837
-1.608809233	-1.584962368	-1.78427124
0.069262594	2.464506149	2.086549997
0.600644112	0.504472673	0.818393171
-0.189270318	-2.689299107	-2.079727173
-0.573185384	0.138519883	-0.56187892
0.7487427	0.827976525	-0.369233757
1.63531661	0.770132482	1.306331158
-1.123382449	-0.707446456	-0.681177914
-0.097847372	-0.763299704	-0.731803894
-0.286881179	-0.353015751	-0.608421445
-0.2302977	0.198226154	-0.329705417
-0.455003977	0.907636106	0.827163339
0.113656819	0.044055283	-0.40987584
0.156725496	-0.426264733	0.306331187
-1.175849795	-1.338801861	0.449525863
1.052256107	0.512334764	-0.516791105
1.12995863	2.243801355	0.548304021
0.698619246	1.193343878	0.773724139
-0.202816993	0.566201568	-0.063425414
-0.01187408	0.877515972	-0.112894036
-0.822212934	-0.178337216	1.119052649
-3.345774889	-1.519374132	-1.146841407
-2.843274593	-0.140862539	0.202308238
-1.376148582	-1.367371082	0.119052649
-1.07275641	-0.881944239	-0.539158881
0.011777163	0.448204398	-0.129767835
0.553078413	0.355094969	0.620712459
0.259087235	3.472588539	2.309464216
-0.272525907	-0.01122725	-0.369233757
1.769702196	-1.080489874	-0.217230707
0.639118195	-0.456638366	0.472068399
0.727474093	2.07358098	-0.369233757
-1.286881208	-0.821402609	-2.079727173
1.069262624	0.796127737	0.569365621
1.017629862	1.776675224	1.964666963
0.417990774	0.75032407	1.916168332
-1	2.756957054	1.713506579
-0.162552997	1.760262251	1.516123652
-0.2302977	-0.310787559	1.242200851
0.66171968	1.614481688	1.8786937
-0.843274474	-0.472068399	-0.608421445
2.105436325	1.460448027	1.736965537
2.331357479	0.796127737	0.147341669
-0.471305758	-1.584962368	-1.181606889
0.883043766	0.646984279	0.537656784
-1.645335197	-1.1043365	-2.291231155
-0.760812283	-1.057030916	-0.584962547
-1.471305728	2.146119595	1.494264126
-1.286881208	-0.01122725	-0.047305755
0.188203692	0.439983904	-0.43063435
-0.822212934	-0.988859475	-0.329705417
-1.760812283	-1.310787559	-0.43063435
-2.230297565	-2.551795721	-3.539158821
-1	-1.153246284	0.968635857
-1.721284032	-1.618909836	-0.63226819
-3.230297804	-3.011227369	-4.539158821
-0.52134639	-0.411314338	1.796231508
-0.538419962	0.355094969	-0.07972721
0.528694272	0.63982445	-0.217230707
3.173861504	5.21939373	3.349584341
0.705887318	-0.19104825	-0.112894036
-0.01187408	0.439983904	-0.608421445
0.577057362	-0.801773787	-0.584962547
-0.68280983	0.709871948	0.343484163
-1.760812283	-0.945137978	-1.112894058
-0.953457475	-0.324726731	-0.656515837
-1.645335197	-2.011227131	-2.146841288
-1.230297685	0.310700893	-0.253756642
-2.345774889	-1.1043365	1.235628247
-1	-1.153246284	-0.516791105
-0.286881179	0.158697844	0.689659834
-0.740912795	-1.923764467	-2.217230558
-1.202816963	-2.203872204	-0.253756642
-0.538419962	1.916550636	0.727627635
-0.538419962	-0.216811329	-0.272372305
1.350033283	2.535667181	2.154328108
-0.216491908	-0.902702749	-2.079727173
-0.608809233	-1.367371082	0.379704475
-0.645335197	0.33750093	2.245476007
0	0.310700893	0.175086632
0.876617551	1.535667181	-0.584962547
-0.023846716	-0.283306837	0.42662546
0.503890872	0.198226154	-0.329705417
-0.538419962	0.815321267	1.349584341
-0.244236887	1.535667181	1.015430093
-0.760812283	-0.744440675	-0.34933421
0.553078413	1.423401117	1.090197802
-0.538419962	-1.367371082	-0.40987584
-1.149377584	-0.861480117	-0.329705417
0.512206078	0.118055791	-0.146841437
-2.471305847	-2.153246164	-3.539158821
0.908466339	2.37463522	0.992222607
-1.573185444	-0.367371023	-0.494764656
-0.085247353	-0.19104825	0.030696772
-0.407175392	-0.203872278	-1.954196334
0.239187688	0	-0.40987584
-0.626956582	0.319689691	0.944656909
-0.149377629	-0.033947289	0.030696772
0.391190737	0.654108703	0.746243298
-1.048094392	-1.725825071	-0.539158881
1.151411653	-0.618909836	-1.451696038
-0.538419962	-1.396517277	-0.56187892
0.487115175	-0.472068399	-0.584962547
-0.060372695	-0.671377182	-1.217230678
0.345387012	0	-0.954196334
0.487115175	0.603482664	1.483208895
-0.162552997	-0.203872278	-0.34933421
-0.90836966	-1.966833115	-0.681177914
-0.17584981	-0.744440675	-0.217230707
0.584962487	0.846753776	0
-0.391578555	0.310700893	-0.516791105
-0.110558406	0.603482664	-0.272372305
0.188203692	0.022195727	0.293731183
2.927243471	1.464506149	1.47764945
-0.301380724	-0.057030886	-0.516791105
0.239187688	-0.725825071	-1.369233727
-0.17584981	-0.426264733	0.537656784
1.208813906	-0.19104825	-0.895302653
-0.590887368	-0.396517336	-0.199308813
-0.801454425	0.716693223	-0.129767835
1.623851418	0.14864409	-0.706268847
0.741687894	1.966052532	0.689659834
-0.886343241	-0.689299107	-0.129767835
1.549042821	1.942969084	2.133266687
-0.930737376	-1.310787559	-0.369233757
0.461580008	-0.045442939	-1.146841407
-0.391578555	-0.324726731	0.59012419
0.908466339	0.668252885	1.235628247
-0.286881179	-0.861480117	-0.516791105
-1.471305728	-0.707446456	-1.63226819
-0.110558406	-0.472068399	0.188761562
-1.097847342	-1.689299107	-2.291231155
0.382145613	0.128324091	-0.584962547
-1.097847342	-1.057030916	-0.63226819
-0.471305758	-1.725825071	-1.584962487
-0.780990303	-0.671377182	1.195550799
-1.175849795	-2.203872204	-1.217230678
-0.740912795	0.431716263	0.015430026
0.569108486	0.372477055	1.097465873
0.803972244	1.696131706	1.168200254
-0.538419962	-0.068712682	0.318822145
-1.345774889	0.859137475	-2.217230558
-0.01187408	1.766849756	0.944656909
0.945779443	0.011140555	1
-0.843274474	-0.653675199	-1.079727173
1.063616037	0.709871948	-0.146841437
-0.407175392	-0.10433656	0.119052649
1.797183037	0.381090164	-0.656515837
0.616157055	0.292553604	0.984403133
0.091630399	-0.636187792	-1.494764686
-0.216491908	-1.396517277	-0.473069578
-0.330824494	-0.503432512	-0.253756642
0.011777163	-0.269760162	-0.473069578
0.908466339	0.488618612	0.229025543
0.102685571	-0.10433656	-0.40987584
1.417990804	0.796127737	-0.164119422
1.167294741	1.535667181	1.229025483
0.146078259	0.16868192	-0.389411747
-0.953457475	-1.618909836	-0.757799089
0.569108486	0.264897168	0.569365621
-0.136321485	-0.411314338	0.090197816
-0.216491908	-0.653675199	0.968635857
0.691314459	0.355094969	0.472068399
0.31719014	-0.353015751	1.59012413
-0.68280983	-1.841302156	-0.681177914
0.705887318	-0.689299107	0.391578555
-0.376148522	-1.057030916	0.472068399
-0.01187408	0.756957114	1.466465712
1.97012949	1.086804867	1.21572876
0.124545127	0.877515972	0.764621973
1.435584784	1.123198986	1.409208417
-1.930737376	-0.744440675	-2.217230558
-0.202816993	-0.618909836	-0.199308813
2.526643515	-0.472068399	-0.369233757
-0.301380724	-1.310787559	0.188761562
0.288431138	-2.551795721	-1.78427124
0.705887318	0.588685691	-1.047305822
-0.626956582	-1.618909836	-0.924448967
-1.345774889	-0.519374132	0.379704475
-1.843274593	-0.671377182	-0.706268847
-0.422942698	0.98877281	1.635766864
0.198545635	-1.080489874	-0.954196334
2.783508062	3.710726261	0.680009663
0.259087235	-0.153246254	-0.757799089
1.023458958	0.086804867	-0.56187892
0.870162487	0.40662533	0.147341669
-0.258312047	-0.689299107	-1.253756642
0.259087235	1.158697844	0.870232105
0.354664773	0.756957114	0.045803647
1.431206346	2.429641962	0.8786937
0	0.022195727	-0.063425414
1.074887156	-0.503432512	-1.40987587
0.553078413	-0.945137978	0.147341669
-0.048094377	1.011140585	1.397479177
0.046542555	0.381090164	0.045803647
-0.110558406	-0.44137162	-0.539158881
-0.376148522	-0.426264733	-0.539158881
0.47865358	0.709871948	-0.811238468
0.608421445	0.551015198	0.318822145
0.452966899	0.75032407	-0.181606829
0.354664773	0.596103132	0.21572873
-0.216491908	-0.092363924	-0.731803894
-1.843274593	0.682259738	-0.369233757
2.979155779	3.930553913	2.820590973
0.616157055	-0.165737197	-0.473069578
2.002953291	3.57279563	3.113686323
3.434491396	3.359460115	3.51476717
-0.136321485	0.227177501	-0.031364135
-1.886343241	1.038621426	2.26497221
-1.760812283	-3.011227369	-0.838719189
-1.123382449	-0.707446456	1.082893014
2.674742222	3.554826736	0.483208954
0.146078259	-0.203872278	-0.096215315
-0.123382434	-0.411314338	0.281020135
-0.626956582	0.907636106	-0.112894036
1.09163034	-0.068712682	-0.451695949
0.188203692	-1.178337216	-0.984570026
1.183004737	1.539519548	1.689659834
-1.023846745	-0.503432512	0.104697369
-1.760812283	-1.763299704	-2.015596628
0.958005786	0.889639676	0.318822145
-0.376148522	-0.44137162	-1.253756642
-0.663950861	0.086804867	-0.608421445
0.790361762	1.566201687	0.060754064
0.863678455	0.821662724	0.104697369
0.298081309	0.227177501	-0.369233757
0.544996023	-0.165737197	-1.451696038
0.616157055	0.310700893	0.343484163
-1.801454425	0.610824645	1.69924593
-2.175849676	-3.841302156	-3.369233608
2.072077751	0.632628977	0.736965537
1.063616037	-0.396517336	0.343484163
0.683972478	0.55862838	0.43812111
-0.645335197	-1.057030916	0.610588253
0.536868215	1.011140585	0.773724139
-0.376148522	0.033166975	0.355659008
-0.740912795	0.646984279	0.075551048
-0.2302977	1.260235786	0.483208954
0.382145613	0.464506209	1.409208417
1.503890872	1.796127558	1.645716548
-0.272525907	3.317447662	2.638260841
-0.2302977	-0.01122725	-0.164119422
-0.504472613	2.156190872	2.494264126
-1.407175422	-1.283306837	-2.451695919
1.063616037	1.333068609	0.367731839
1.834134102	1.543361664	1.564128995
0.790361762	0.63982445	0.526930392
0.93962729	0.158697844	-0.217230707
0.444302052	1.562419891	0.449525863
-0.202816993	0.551015198	0.483208954
-1.682809949	-0.503432512	1
0.417990774	2.995800018	0.460841149
0.741687894	1.112894058	-0.757799089
-0.097847372	-1.01122725	-0.329705417
0.569108486	0.236700296	-0.253756642
0.198545635	2.480625868	1.861720681
0.31719014	-0.584962428	0.175086632
0.97012949	0.942969143	0.355659008
0.382145613	0.931287348	0.516123652
-0.360881776	-1.178337216	-0.272372305
0.080489844	0.63982445	-0.291231304
0.135351866	-1.283306837	-1.329705477
-1.345774889	-0.44137162	0.133266494
0.755763054	1.618129492	0.175086632
0.288431138	1.381090164	1.680009723
0.113656819	0.33750093	-0.369233757
1.283581734	1.834262848	0.818393171
-0.407175392	0.283393562	0.090197816
-0.555697978	-1.128584146	-1.369233727
-0.455003977	-0.033947289	-0.146841437
-0.286881179	-0.841302156	-0.181606829
1.340725541	1.29711175	0.610588253
-1.097847342	-0.988859475	-0.272372305
-0.060372695	0.246160626	0.403355718
0.790361762	1.153679609	-0.146841437
-1.438884377	1.081529856	0.773724139
-1.023846745	-0.128584221	0.147341669
0.363883406	-0.551795602	0.104697369
0.102685571	1.516249895	0.952694237
-1.048094392	-1.653675318	-1.181606889
-0.608809233	-0.551795602	-0.389411747
1.224080682	0.472588539	-0.031364135
1.140725017	-0.229867473	-0.56187892
0.177787095	-0.243042842	-0.217230707
0.113656819	0.527931631	0.281020135
0.239187688	-0.902702749	-0.129767835
1.691314459	2.065588236	2.136798382
0.512206078	0.756957114	0.689659834
1.188203692	-0.396517336	1.306331158
-0.244236887	-0.472068399	-2.015596628
-0.01187408	-1.01122725	-1.451696038
-0.2302977	0.971766293	0.755461931
-0.258312047	2.105116844	1.432384729
2.074887037	0.158697844	-0.096215315
-0.258312047	0.14864409	0.640750289
-0.822212934	-1.584962368	-1.047305822
-0.471305758	0.310700893	0.119052649
-0.360881776	-1.487665176	-0.43063435
0.156725496	0.983126223	0.59012419
-1.538419962	0.198226154	-1.015596867
0.113656819	0.310700893	-0.253756642
-0.060372695	0.464506209	-0.112894036
-1.376148582	-0.763299704	-1.146841407
0.33604911	1	0.755461931
3.131308794	0.381090164	-0.516791105
0.461580008	0.198226154	-0.924448967
0.444302052	0.236700296	-0.047305755
-0.760812283	-1.551795483	-0.731803894
1.074887156	-1.283306837	-1.146841407
-1.07275641	0.480625868	-0.608421445
0.32665047	1.607158422	0.895469427
1.254137993	0.931287348	-0.164119422
1.244188309	0.55862838	-0.7842713
-0.455003977	0.983126223	0.809569299
0.345387012	0.954557121	0.505235374
1.745219707	0.415037572	-0.34933421
-1.230297685	-1.618909836	-0.954196334
-0.68280983	-0.801773787	-0.608421445
1.892629862	2.141057491	0.343484163
-0.244236887	0.022195727	0.670294523
0.400179535	-0.243042842	0.268196106
1.503890872	-1.519374132	-0.866733551
-2.230297565	-1.618909836	-1.731803894
-0.110558406	1.29711175	0.268196106
-0.801454425	-1.310787559	-1.895302653
-1.721284032	-2.689299107	-2.954196215
0.417990774	1.054862022	-0.07972721
0.797183037	0.319689691	-0.539158881
-0.345774889	0.118055791	1.16128087
-0.272525907	0.198226154	-0.584962547
-0.376148522	-0.296981752	-1.217230678
0.113656819	0.158697844	-0.063425414
0.824150205	-0.456638366	-1.451696038
0.720314264	-0.618909836	0.355659008
-0.085247353	1.070921898	0.764621973
1.499715209	0.603482664	-0.047305755
0.577057362	-1.203872204	-0.924448967
-0.316027492	-0.618909836	0.21572873
1.12995863	0.610824645	0.610588253
-3.345774889	-4.011227131	-4.217230797
-0.68280983	-0.229867473	0.736965537
-0.391578555	0.022195727	0.306331187
0.146078259	-0.988859475	-1.015596867
0.600644112	1.102514982	1.038269997
-0.953457475	-1.653675318	-1.291231394
0.783508062	-0.923764348	-0.199308813
-0.2302977	-0.057030886	-0.164119422
0.561115742	-1.153246284	0.133266494
0.400179535	-0.841302156	0.306331187
0.577057362	-1.229867458	0.25525707
0.156725496	-0.140862539	0.746243298
-0.060372695	0.889639676	1.548303962
-0.136321485	2.398163795	2.376720667
-0.023846716	0.283393562	1
-1.258312106	-1.033947229	-0.063425414
0.584962487	-0.801773787	0.175086632
0.426814646	1.14864397	0.887105942
0.895811081	1.692676306	2.463656425
0.288431138	0.789672673	-0.112894036
-0.189270318	0.097297251	0.090197816
-0.023846716	0.464506209	0.015430026
-0.52134639	1.852958918	0.952694237
-0.110558406	-0.487665236	-0.253756642
2.16201973	0.889639676	0.161280841
-1.097847342	-0.033947289	-0.7842713
-0.701918721	-0.01122725	-0.253756642
-0.376148522	-0.116409391	-0.984570026
0.691314459	0.065588415	-0.217230707
1.017629862	0.319689691	0.610588253
0.188203692	0.097297251	-0.494764656
0	0.264897168	0.306331187
0.33604911	0.776675403	0.718228996
-0.438884318	0	0.472068399
0.373043448	-0.178337216	-0.56187892
0.080489844	0.431716263	0.229025543
-2.07275629	-2.487665176	-3.079727173
-0.822212934	-0.841302156	-0.895302653
0.146078259	0.840521753	1.195550799
-0.538419962	-0.519374132	-0.43063435
2.278716087	1.328622818	1.391578555
0.023458958	0.55862838	-0.389411747
0.66171968	-1.367371082	-0.866733551
-0.52134639	-1.310787559	-2.83871913
0.889441609	-0.367371023	-0.757799089
0.069262594	0.158697844	0
-0.391578555	-0.568283677	0.579782248
0.669175506	-0.725825071	0.015430026
0.776621699	-0.988859475	0.147341669
0.720314264	-0.456638366	0.620712459
-0.149377629	-0.269760162	-0.291231304
0.091630399	0.033166975	-2.146841288
-0.930737376	-0.966833055	-0.253756642
1.491327405	1.278791666	-0.063425414
-0.590887368	-1.128584146	-0.473069578
-1	-1.178337216	-0.866733551
-0.07275641	-0.045442939	-0.235378027
0.908466339	-0.367371023	-1.584962487
1.09163034	-0.153246254	0.680009663
-0.060372695	-0.411314338	0.318822145
0.409112662	-0.068712682	0.060754064
0.391190737	1.16868186	1.181940317
0.762749553	-0.045442939	-0.291231304
0.32665047	2.599797487	1.510689735
0.783508062	0.66119808	0.818393171
-0.301380724	-0.068712682	0.472068399
0.528694272	0.33750093	-0.516791105
2.271386385	0.931287348	1.075551033
-1.149377584	-1.1043365	-0.608421445
-0.085247353	-1.725825071	-2.217230558
-0.608809233	-0.782408535	0.015430026
1.345386982	0.40662533	0.331205845
-0.17584981	-0.689299107	-1.181606889
1.108181596	1.038621426	0.242200911
-0.244236887	2.361637831	0.773724139
-0.085247353	0.227177501	0.060754064
0.47865358	1.661198139	0.870232105
1.208813906	0.363812208	0.202308238
-0.864648104	0.054862022	0.306331187
-1.407175422	0.716693223	0.060754064
0.167294711	-0.092363924	0.483208954
2.135351896	-0.283306837	-1.369233727
-1.407175422	-0.19104825	-0.866733551
0.057947308	-1.128584146	-0.43063435
-0.2302977	-1.689299107	0.161280841
1.035046935	-0.689299107	-0.924448967
-1.202816963	-0.966833055	-1.494764686
-0.110558406	-0.203872278	1.331205845
-0.504472613	-0.861480117	-0.811238468
0.091630399	-0.229867473	0
0.011777163	0.646984279	0.718228996
0.035046905	-0.653675199	0.161280841
0.544996023	0.065588415	-1.217230678
-0.590887368	0.40662533	-1.015596867
-0.048094377	0.716693223	0.331205845
0.783508062	2.112894058	1.494264126
0.569108486	0.689212501	1.053298235
-0.886343241	-0.945137978	-0.34933421
0.146078259	0.346324801	-1.146841407
1.382145643	0.852958858	1.874469161
0.495527416	-0.568283677	-0.731803894
0.520473719	-0.568283677	-0.924448967
-0.272525907	-0.324726731	0
1.312436581	0.55862838	-0.291231304
-0.162552997	0.55862838	-0.7842713
0.249171764	0.72348243	1.119052649
0.982151985	1.393914223	0.537656784
1.499715209	0.381090164	0.25525707
-2.538419962	0.076235652	-1.539158821
0.177787095	-0.841302156	-0.7842713
0.219009727	-0.636187792	-0.895302653
-0.930737376	-1.128584146	-0.984570026
0.623851538	-0.229867473	-0.56187892
0.188203692	-0.140862539	-0.706268847
0.298081309	-0.411314338	0.119052649
0.495527416	0.207941294	0.415037513
1.532786965	1.231946707	1.343484163
-1.097847342	-2.310787439	-1.40987587
-0.286881179	0.40662533	0.42662546
1.639118195	0.14864409	-0.731803894
-0.360881776	-0.269760162	0.015430026
0.124545127	1.14864397	0.800691187
-0.330824494	-0.057030886	-0.272372305
-1.886343241	-1.653675318	-1.079727173
0.229133934	0.207941294	0.558873236
1.017629862	-0.396517336	-0.031364135
-0.01187408	-1.367371082	-0.146841437
0.113656819	-0.353015751	0.104697369
-0.780990303	-0.216811329	-0.984570026
0.146078259	-0.022542536	-0.329705417
-0.244236887	-0.116409391	0.161280841
0.057947308	-0.19104825	-0.129767835
0.382145613	0.439983904	0.075551048
-2.07275629	-1.128584146	-1.63226819
-1.123382449	0.198226154	-0.516791105
1.156725407	1.856051445	0
-0.216491908	-0.503432512	-0.473069578
0.208813936	0.044055283	-0.146841437
0.219009727	-1.801773787	-1.047305822
0.046542555	-1.338801861	-1.146841407
-0.216491908	0.246160626	-1.369233727
-0.886343241	-1.618909836	-0.235378027
-1.023846745	-1.426264763	-1.217230678
1.219009638	0.535667241	1
-0.17584981	-0.707446456	-1.181606889
-0.110558406	1.650550842	1.21572876
-1.407175422	0.107713848	0.782769263
-0.90836966	0	0.242200911
0.023458958	0.603482664	-0.272372305
-0.035919547	1.551015139	1.505235314
1.33135736	-0.165737197	-0.838719189
0.958005786	-0.269760162	-0.584962547
1.895811081	2.276485205	1.494264126
-0.864648104	-0.689299107	-0.34933421
0.259087235	-0.080489844	1.03069675
-0.438884318	0.158697844	0.060754064
0.803972244	0.044055283	-0.146841437
-0.023846716	-0.618909836	-1.329705477
1.023458958	0.730239809	0.147341669
0.345387012	-0.165737197	-0.112894036
-1.976541042	0	0.268196106
-0.048094377	-0.283306837	-0.291231304
-0.110558406	0.439983904	0.21572873
0.824150205	-0.551795602	0.045803647
-0.048094377	-0.902702749	-0.047305755
0.503890872	2.158697844	0.827163339
0.608421445	-0.945137978	0.727627635
1.097168565	-0.203872278	0.630766213
-0.060372695	-1.128584146	-0.473069578
3.076289892	0.310700893	1.097465873
0.698619246	-0.763299704	0.075551048
-0.573185384	-0.707446456	0.104697369
-0.316027492	-1.310787559	-1.015596867
0.156725496	1.599797726	0.69924587
1.17255044	-0.057030886	-0.146841437
-0.301380724	-1.178337216	0.030696772
-0.376148522	1.005581141	2.950689316
-1.345774889	0.011140555	-0.473069578
-1.202816963	1.743660212	0.318822145
0.417990774	0.840521753	2.026895285
-0.391578555	-0.535493791	-0.369233757
0.259087235	-0.057030886	-0.757799089
-1.149377584	-1.1043365	-0.811238468
-0.2302977	-0.584962428	-0.164119422
0.964080453	0.456378341	0.887105942
0.698619246	-0.033947289	-0.291231304
1.213920832	1.255559206	-2.217230558
0.382145613	0.301655769	-0.473069578
0.452966899	1.484627724	0.8786937
1.35928154	3.452296972	2.532303572
-0.407175392	-0.153246254	0.229025543
0.33604911	-0.456638366	-0.924448967
-0.202816993	-0.324726731	-0.07972721
-1.801454425	-2.310787439	-2.731803894
1.465867281	1.011140585	1.03069675
0.536868215	0.512334764	-0.047305755
1.273833752	0.983126223	1.337357998
0.417990774	-0.045442939	-1.079727173
-0.123382434	0.55862838	0.630766213
-0.048094377	-1.367371082	0.045803647
0.035046905	-0.353015751	-0.56187892
-2.608809233	-4.689299107	-3.079727173
-0.90836966	-0.033947289	1.59012413
1.326650381	1.163698435	2.409208536
0.512206078	-0.057030886	0.104697369
0.249171764	-0.707446456	0.835880578
0.177787095	-1.1043365	-0.096215315
-0.2302977	2.094681263	0.318822145
0.288431138	-0.841302156	-0.895302653
0.876617551	-0.801773787	-1.015596867
-1.721284032	-1.841302156	-2.291231155
1.09163034	-0.01122725	-0.199308813
-0.801454425	-0.763299704	-1.40987587
-0.048094377	0.96031636	-0.56187892
-0.085247353	-1.128584146	-0.047305755
-1.608809233	-1.966833115	0.331205845
0.698619246	2.205518484	0.764621973
0.452966899	-0.01122725	1.168200254
-1.345774889	-1.396517277	-2.015596628
0.198545635	0.128324091	0.558873236
0.676592946	2.269543409	1.154328108
0.536868215	-0.653675199	-1.954196334
0.639118195	0.689212501	-0.369233757
0.249171764	-0.080489844	-0.43063435
-0.886343241	1.005581141	-0.07972721
-0.555697978	-1.367371082	-0.40987584
0.741687894	-1.229867458	-1.954196334
1.363883376	1.856051445	0.968635857
-0.376148522	0.363812208	0.809569299
1.005900621	0.596103132	0.526930392
0.803972244	-0.116409391	0.887105942
0.080489844	0.551015198	0.483208954
0.259087235	0.682259738	0.104697369
-0.136321485	-1.689299107	-0.473069578
0.373043448	-0.653675199	0.318822145
-0.701918721	-1.033947229	-1.494764686
-1.801454425	-0.310787559	0.306331187
-0.376148522	-0.338801891	-0.63226819
0.705887318	0.730239809	0.460841149
-0.376148522	0.527931631	0.43812111
0.452966899	2.207941294	1.704015136
0.470142096	0.827976525	0.944656909
-0.202816993	-0.178337216	-0.984570026
-0.645335197	-1.487665176	-1.895302653
-0.391578555	0.14864409	0.43812111
-0.01187408	-0.411314338	-0.838719189
0.544996023	0.022195727	-0.329705417
1.608421445	0.827976525	-0.253756642
-0.2302977	0.901662171	1.713506579
-0.471305758	-0.487665236	-0.838719189
-0.487793863	-1.057030916	-0.811238468
-0.216491908	-0.411314338	0.367731839
0.057947308	0.301655769	-0.494764656
0.268934995	0.551015198	0.79175806
-0.376148522	-0.296981752	0.175086632
-0.555697978	-0.116409391	-0.047305755
-0.740912795	0.389652252	1.553598285
-0.316027492	-0.945137978	-2.731803894
-0.316027492	0.158697844	1.209034085
0.268934995	-0.283306837	-0.310340136
1.11911118	0.504472673	0.133266494
-1.976541042	0.89566344	0.548304021
-0.136321485	2.052167892	2.168200254
-0.202816993	0.246160626	1.415037513
-0.345774889	-1.128584146	-0.584962547
-0.286881179	-0.636187792	0.104697369
0.958005786	0.310700893	0.895469427
-1.230297685	0.207941294	-1.681177855
0.345387012	0.283393562	0.936574578
-0.345774889	-1.426264763	-0.954196334
1.431206346	1.363812208	0.391578555
-0.123382434	-0.44137162	0.460841149
1.11911118	1.222392559	0.984403133
-1.471305728	1.740316868	-0.984570026
1.520473719	0.011140555	0.755461931
0.307667345	-0.216811329	-0.164119422
-0.590887368	-0.988859475	-0.757799089
-1.07275641	-1.801773787	-1.83871913
2.014706373	1.17859745	-0.63226819
-0.555697978	-1.310787559	0.015430026
-0.663950861	-1.080489874	-1.681177855
-0.123382434	-0.44137162	0.670294523
-0.189270318	-0.881944239	0.367731839
-0.538419962	-0.19104825	-0.451695949
-0.608809233	0.292553604	1.25525701
-1.538419962	0.527931631	1.755461931
-0.780990303	0.889639676	0.558873236
0.156725496	-0.902702749	-0.291231304
-0.345774889	1.070921898	1.300044894
-0.740912795	0.464506209	0.548304021
-0.407175392	-1.725825071	-0.015596837
1.524589777	-0.601836205	-0.838719189
-1.123382449	-0.338801891	-1.369233727
-1.573185444	-0.689299107	-0.584962547
0	-1.178337216	-0.235378027
0.837446928	-0.653675199	-0.146841437
0.487115175	-1.033947229	-1.253756642
-0.376148522	-0.487665236	1.053298235
0	-0.243042842	0.119052649
0.417990774	2.328622818	2.412125826
-0.721283972	-0.744440675	0.147341669
-0.345774889	0.74366039	-0.199308813
0.503890872	0.128324091	0.281020135
-0.376148522	0.937140048	-0.031364135
-2.07275629	-1.033947229	-0.34933421
0.577057362	0.188445151	-0.584962547
-1.097847342	-0.744440675	-0.494764656
-0.422942698	-0.153246254	0.281020135
0.47865358	1.123198986	1.874469161
-1.471305728	-0.324726731	-2.146841288
-1.801454425	-0.881944239	-0.516791105
-0.316027492	-0.744440675	0.030696772
-0.123382434	0.931287348	0.944656909
0.373043448	-0.338801891	0.773724139
0.113656819	-0.338801891	-0.584962547
-0.202816993	1.991587877	1.37373054
-1.175849795	0.346324801	-0.584962547
-0.663950861	-1.256339669	-1.217230678
-0.422942698	-0.381870568	0
0.608421445	-0.966833055	-1.217230678
0.373043448	-0.153246254	-0.063425414
1.814096451	1.846753597	1.379704475
-0.471305758	0.527931631	0
0.487115175	1.269543409	1.154328108
0.31719014	-0.707446456	-0.451695949
3.967863798	5.460447788	3.605499506
