UniqueID	CloneID	Accession	Symbol	Name	EntrezID
23878	23878	R38201	OPCML	Opioid binding protein/cell adhesion molecule-like	4978
810316	810316	AA464206	IDH3A	Isocitrate dehydrogenase 3 (NAD+) alpha	3419
563201	563201	AA114106	FAM190B	Family with sequence similarity 190, member B	54462
293859	293859	N66008		Transcribed locus, strongly similar to NP_001004212.1 tumor suppressor candidate 3 precursor [Rattus norvegicus]	
24004	24004	T78110	SPICE1	Spindle and centriole associated protein 1	152185
769028	769028	AA426311	MEOX1	Mesenchyme homeobox 1	4222
767069	767069	AA424516	SORL1	Sortilin-related receptor, L(DLR class) A repeats containing	6653
809598	809598	AA458472	HLA-DQB1	Major histocompatibility complex, class II, DQ beta 1	3119
165818	165818	R86843	FAM110B	Family with sequence similarity 110, member B	90362
23173	23173	T75436	MAPK10	Mitogen-activated protein kinase 10	5602
771173	771173	AA443497	MRPS21	Mitochondrial ribosomal protein S21	54460
131595	131595	R23773	MAGEA10	Melanoma antigen family A, 10	4109
248039	248039	N73130	MAPK1IP1L	Mitogen-activated protein kinase 1 interacting protein 1-like	93487
292388	292388	N79230	TMEM97	Transmembrane protein 97	27346
124781	124781	R01118	SQLE	Squalene epoxidase	6713
194005	194005	H51262	CLCC1	Chloride channel CLIC-like 1	23155
244703	244703	N52533	ITGBL1	Integrin, beta-like 1 (with EGF-like repeat domains)	9358
282310	282310	N52679			
131653	131653	R23752	MRPS12	Mitochondrial ribosomal protein S12	6183
138917	138917	R62862	MYCL1	V-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)	4610
166004	166004	R87406	LTBP4	Latent transforming growth factor beta binding protein 4	8425
245330	245330	N54596	IGF2	Insulin-like growth factor 2 (somatomedin A)	3481
752652	752652	AA417665	TCF7L2	Transcription factor 7-like 2 (T-cell specific, HMG-box)	6934
307553	307553	N95249	KRAS	V-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	3845
770192	770192	AA434102	LGALS9	Lectin, galactoside-binding, soluble, 9	3965
201890	201890	H48706	BIRC3	Baculoviral IAP repeat containing 3	330
232933	232933	H74004			
34852	34852	R19628	BIRC2	Baculoviral IAP repeat containing 2	329
129865	129865	R19158	AURKA	Aurora kinase A	6790
345208	345208	W72322	ELAVL1	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)	1994
123730	123730	R01281	SKAP1	Src kinase associated phosphoprotein 1	8631
128783	128783	R16849			
206994	206994	R98436	INADL	InaD-like (Drosophila)	10207
811911	811911	AA456271	RBM4	RNA binding motif protein 4	5936
306771	306771	N91887	TMSB15B	Thymosin beta 15B	286527
159455	159455	H15746	PLD3	Phospholipase D family, member 3	23646
299679	299679	W05628		PA9=candidate tumor suppressor gene {3@#$%& region} [human, HEN endocervical cell line, mRNA Partial, 292 nt]	
770868	770868	AA434487	NAB2	NGFI-A binding protein 2 (EGR1 binding protein 2)	4665
296587	296587	W00959	HLF	Hepatic leukemia factor	3131
160656	160656	H24954	BCAM	Basal cell adhesion molecule (Lutheran blood group)	4059
811827	811827	AA463635	NDST1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1	3340
77897	77897	T61308	KHK	Ketohexokinase (fructokinase)	3795
246079	246079	N55566	TRAK2	Trafficking protein, kinesin binding 2	66008
755037	755037	AA411324		Transcribed locus	
233457	233457	H80129			
112629	112629	T85698	MAN1A1	Mannosidase, alpha, class 1A, member 1	4121
124824	124824	R01139	RPL10A	Ribosomal protein L10a	4736
33690	33690	R18985	CPSF6	Cleavage and polyadenylation specific factor 6, 68kDa	11052
770066	770066	AA430545	NCAPD3	Non-SMC condensin II complex, subunit D3	23310
810986	810986	AA485501	PPP1R11	Protein phosphatase 1, regulatory (inhibitor) subunit 11	6992
120572	120572	T95553	HELZ	Helicase with zinc finger	9931
509760	509760	AA054421	TRIM31	Tripartite motif containing 31	11074
309316	309316	N93941	MYL7	Myosin, light chain 7, regulatory	58498
50506	50506	H17504	MAPK6	Mitogen-activated protein kinase 6	5597
724112	724112	AA411244	HOXD-AS1	HOXD cluster antisense RNA 1 (non-protein coding)	401022
768299	768299	AA424743			
153411	153411	R47979	HLA-DRA	Major histocompatibility complex, class II, DR alpha	3122
144834	144834	R77251	MAP7	Microtubule-associated protein 7	9053
256664	256664	H95424	H2AFX	H2A histone family, member X	3014
300237	300237	N78611	BCL6B	B-cell CLL/lymphoma 6, member B	255877
66317	66317	T66816	HIST1H1C	Histone cluster 1, H1c	3006
768205	768205	AA424747	HOXD9	Homeobox D9	3235
109221	109221	T81399			
752557	752557	AA419524	GPSM3	G-protein signaling modulator 3	63940
236333	236333	H62387	ISLR	Immunoglobulin superfamily containing leucine-rich repeat	3671
741815	741815	AA402960		Transcribed locus	
123980	123980	R01638		Transcribed locus	
142395	142395	R69885	HCFC1	Host cell factor C1 (VP16-accessory protein)	3054
179534	179534	H51461	KCNQ2	Potassium voltage-gated channel, KQT-like subfamily, member 2	3785
31093	31093	R17717	CDH13	Cadherin 13, H-cadherin (heart)	1012
37491	37491	R49671	TRIP10	Thyroid hormone receptor interactor 10	9322
292272	292272	N68193	GAB1	GRB2-associated binding protein 1	2549
129146	129146	R10896	COX7A2L	Cytochrome c oxidase subunit VIIa polypeptide 2 like	9167
767765	767765	AA418077	GEM	GTP binding protein overexpressed in skeletal muscle	2669
809494	809494	AA456183	CD151	CD151 molecule (Raph blood group)	977
293820	293820	N94245	TRAPPC10	Trafficking protein particle complex 10	7109
768497	768497	AA495985	CCL18	Chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)	6362
563598	563598	AA102670	GABRP	Gamma-aminobutyric acid (GABA) A receptor, pi	2568
300590	300590	N80741	TXNDC9	Thioredoxin domain containing 9	10190
209137	209137	H63934	GABRE	Gamma-aminobutyric acid (GABA) A receptor, epsilon	2564
363575	363575	AA020000		Transcribed locus	
823614	823614	AA490546	TDG	Thymine-DNA glycosylase	6996
754479	754479	AA410567	IFI44L	Interferon-induced protein 44-like	10964
196115	196115	R92239	CXCR6	Chemokine (C-X-C motif) receptor 6	10663
357344	357344	W93500	KCNQ1	Potassium voltage-gated channel, KQT-like subfamily, member 1	3784
242955	242955	H95716			
121621	121621	T97593	HNRNPU	Heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)	3192
296998	296998	N70349	ART4	ADP-ribosyltransferase 4 (Dombrock blood group)	420
767183	767183	AA424575	HCLS1	Hematopoietic cell-specific Lyn substrate 1	3059
323506	323506	W45690	MAPK1	Mitogen-activated protein kinase 1	5594
669443	669443	AA250730	HSF2	Heat shock transcription factor 2	3298
563444	563444	AA112660			
155287	155287	R70402			
753215	753215	AA406420	GNAI1	Guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1	2770
193383	193383	H48097		Transcribed locus	
178779	178779	H49592	GNAL	Guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type	2774
212640	212640	H69620	ARHGAP4	Rho GTPase activating protein 4	393
44563	44563	H05445	GAP43	Growth associated protein 43	2596
823756	823756	AA490238	FERMT2	Fermitin family member 2	10979
195340	195340	R89567	GC	Group-specific component (vitamin D binding protein)	2638
823901	823901	AA490771	UVRAG	UV radiation resistance associated gene	7405
71606	71606	T57859	NKG7	Natural killer cell group 7 sequence	4818
301018	301018	N80713	CDKL5	Cyclin-dependent kinase-like 5	6792
308041	308041	W24429	5-Sep	Septin 5	5413
295729	295729	W02265			
243399	243399	N48137	GYPE	Glycophorin E (MNS blood group)	2996
740027	740027	AA477514	DISC1	Disrupted in schizophrenia 1	27185
812126	812126	AA455338	GYPB	Glycophorin B (MNS blood group)	2994
301849	301849	N92469	EIF4G3	Eukaryotic translation initiation factor 4 gamma, 3	8672
45231	45231	H07878	GPR19	G protein-coupled receptor 19	2842
165878	165878	R87964	ITGA8	Integrin, alpha 8	8516
247281	247281	N57964	CCR6	Chemokine (C-C motif) receptor 6	1235
207288	207288	H59620	INSIG1	Insulin induced gene 1	3638
300482	300482	W07367	FUBP3	Far upstream element (FUSE) binding protein 3	8939
165857	165857	R86721	INPP4B	Inositol polyphosphate-4-phosphatase, type II, 105kDa	8821
123400	123400	T99639	KHSRP	KH-type splicing regulatory protein	8570
47475	47475	H12043	CYFIP2	Cytoplasmic FMR1 interacting protein 2	26999
308588	308588	W25035	FKBP8	FK506 binding protein 8, 38kDa	23770
810391	810391	AA464791	HYAL1	Hyaluronoglucosaminidase 1	3373
813827	813827	AA453714	ELF2	E74-like factor 2 (ets domain transcription factor)	1998
243358	243358	N49419	ING1	Inhibitor of growth family, member 1	3621
155583	155583	R71725	TRAF1	TNF receptor-associated factor 1	7185
359395	359395	AA010503	NAPG	N-ethylmaleimide-sensitive factor attachment protein, gamma	8774
361097	361097	AA017199	UBE2D3	Ubiquitin-conjugating enzyme E2D 3	7323
33478	33478	R44864	FPGS	Folylpolyglutamate synthase	2356
754538	754538	AA406285	DRAP1	DR1-associated protein 1 (negative cofactor 2 alpha)	10589
129644	129644	R16667	ABI1	Abl-interactor 1	10006
327150	327150	W25727	DOCK1	Dedicator of cytokinesis 1	1793
770910	770910	AA433851	ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	1999
727210	727210	AA292809		CDNA clone IMAGE:5266573	
380394	380394	AA047039	EIF1AY	Eukaryotic translation initiation factor 1A, Y-linked	9086
771206	771206	AA443510	POLD2	Polymerase (DNA directed), delta 2, regulatory subunit 50kDa	5425
144932	144932	R78607		Transcribed locus	
296757	296757	N70285	GYPA	Glycophorin A (MNS blood group)	2993
108667	108667	T72698	SF3A1	Splicing factor 3a, subunit 1, 120kDa	10291
245920	245920	N72934	GYS2	Glycogen synthase 2 (liver)	2998
668442	668442	AA243828	DDR2	Discoidin domain receptor tyrosine kinase 2	4921
45632	45632	H08446	GYS1	Glycogen synthase 1 (muscle)	2997
295798	295798	N66942	PGRMC1	Progesterone receptor membrane component 1	10857
248261	248261	N78083	GLDC	Glycine dehydrogenase (decarboxylating)	2731
45272	45272	H08188	CLCN6	Chloride channel, voltage-sensitive 6	1185
136235	136235	R33755	GSTP1	Glutathione S-transferase pi 1	2950
813854	813854	AA453724	PURA	Purine-rich element binding protein A	5813
811792	811792	AA463458	GSS	Glutathione synthetase	2937
179283	179283	H50251	SH3GL3	SH3-domain GRB2-like 3	6457
823928	823928	AA490777	TPM1	Tropomyosin 1 (alpha)	7168
564621	564621	AA115876	SERPINI1	Serpin peptidase inhibitor, clade I (neuroserpin), member 1	5274
713922	713922	AA290737	GSTM2	Glutathione S-transferase mu 2 (muscle)	2946
234011	234011	H66158	PKP2	Plakophilin 2	5318
137940	137940	R63106	GSTM3	Glutathione S-transferase mu 3 (brain)	2947
813536	813536	AA455605	PIK3C3	Phosphoinositide-3-kinase, class 3	5289
361639	361639	W96268	GCLM	Glutamate-cysteine ligase, modifier subunit	2730
589433	589433	AA146802	RTCA	RNA 3@#$%&-terminal phosphate cyclase	8634
381812	381812	AA058857	GRIK3	Glutamate receptor, ionotropic, kainate 3	2899
210862	210862	H65659	ACOX1	Acyl-CoA oxidase 1, palmitoyl	51
276449	276449	N34827	GUSB	Glucuronidase, beta	2990
27548	27548	R12905	NUP153	Nucleoporin 153kDa	9972
771000	771000	AA429281	RBM42	RNA binding motif protein 42	79171
43743	43743	H04985	CTNND2	Catenin (cadherin-associated protein), delta 2 (neural plakophilin-related arm-repeat protein)	1501
841357	841357	AA487452	DFFA	DNA fragmentation factor, 45kDa, alpha polypeptide	1676
823691	823691	AA489752	CCNG2	Cyclin G2	901
564962	564962	AA133797	DAZ1	Deleted in azoospermia 1	1617
248371	248371	N72623		Transcribed locus, moderately similar to NP_034068.3 coatomer subunit alpha [Mus musculus]	
813675	813675	AA453832	STRA13	Stimulated by retinoic acid 13 homolog (mouse)	201254
813171	813171	AA456715	KBTBD2	Kelch repeat and BTB (POZ) domain containing 2	25948
280236	280236	N50247	MTMR6	Myotubularin related protein 6	9107
150314	150314	H00817	LYPLA1	Lysophospholipase I	10434
51737	51737	H23021	RBBP8	Retinoblastoma binding protein 8	5932
187266	187266	R86304	EIF2B2	Eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa	8892
754355	754355	AA436152	SEMA5A	Sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A	9037
823679	823679	AA489736	C18orf1	Chromosome 18 open reading frame 1	753
48530	48530	H14513	KIF21B	Kinesin family member 21B	23046
246524	246524	N73242	CHEK1	Checkpoint kinase 1	1111
204214	204214	H59203	CDC6	Cell division cycle 6 homolog (S. cerevisiae)	990
243343	243343	N38959	CCT2	Chaperonin containing TCP1, subunit 2 (beta)	10576
135692	135692	R32409	PLA2G5	Phospholipase A2, group V	5322
770462	770462	AA427724	CPZ	Carboxypeptidase Z	8532
364329	364329	AA023014		Transcribed locus	
366154	366154	AA062813	LRRC3DN	LRRC3 downstream neighbor (non-protein coding)	54083
145503	145503	R77517	CDKN2D	Cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)	1032
137836	137836	R68344	PDCD10	Programmed cell death 10	11235
753775	753775	AA406242	GMPR	Guanosine monophosphate reductase	2766
234562	234562	H78241	SCAF11	SR-related CTD-associated factor 11	9169
768246	768246	AA424937	PRKCA	Protein kinase C, alpha	5578
134476	134476	R27644	VAMP7	Vesicle-associated membrane protein 7	6845
122636	122636	T98886			
40056	40056	R53652	CSPG4	Chondroitin sulfate proteoglycan 4	1464
741474	741474	AA401111	GPI	Glucose-6-phosphate isomerase	2821
810891	810891	AA459519	LAMA5	Laminin, alpha 5	3911
471498	471498	AA035347	GNS	Glucosamine (N-acetyl)-6-sulfatase	2799
809353	809353	AA455767			
127509	127509	R09069	GBE1	Glucan (1,4-alpha-), branching enzyme 1	2632
212078	212078	H68922	PELO	Pelota homolog (Drosophila)	53918
51362	51362	H23978	GTF2B	General transcription factor IIB	2959
525518	525518	AA064681	USP7	Ubiquitin specific peptidase 7 (herpes virus-associated)	7874
681906	681906	AA256231	FGR	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog	2268
138116	138116	R53787	PPP2R5E	Protein phosphatase 2, regulatory subunit B@#$%&, epsilon isoform	5529
823859	823859	AA490688	GJB2	Gap junction protein, beta 2, 26kDa	2706
243741	243741	N49629	UBD	Ubiquitin D	10537
26162	26162	R39763	GABRA2	Gamma-aminobutyric acid (GABA) A receptor, alpha 2	2555
810791	810791	AA481759	MNAT1	Menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis)	4331
35185	35185	R24969	GABRB1	Gamma-aminobutyric acid (GABA) A receptor, beta 1	2560
547058	547058	AA083032	CCNG1	Cyclin G1	900
197888	197888	R96220	GNB2L1	Guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1	10399
199663	199663	R96668	CCL15	Chemokine (C-C motif) ligand 15	6359
109265	109265	T81033	ZNF148	Zinc finger protein 148	7707
470930	470930	AA032090	DDX11	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11	1663
548957	548957	AA115919	GTF2I	General transcription factor IIi	2969
283301	283301	N51424	FAM13A	Family with sequence similarity 13, member A	10144
212198	212198	H69153	TP53BP2	Tumor protein p53 binding protein, 2	7159
128530	128530	R10726	SNTB1	Syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)	6641
213136	213136	H69582	BTG2	BTG family, member 2	7832
43207	43207	H12981	GFRA2	GDNF family receptor alpha 2	2675
46284	46284	H09461	FRY	Furry homolog (Drosophila)	10129
209841	209841	H67086	6-Mar	Membrane-associated ring finger (C3HC4) 6, E3 ubiquitin protein ligase	10299
175123	175123	H39192	MAPK7	Mitogen-activated protein kinase 7	5598
755416	755416	AA418999	SMAD5	SMAD family member 5	4090
139540	139540	R64600	OSBPL3	Oxysterol binding protein-like 3	26031
281978	281978	N54221	RAC3	Ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)	5881
813184	813184	AA456314	TNFAIP1	Tumor necrosis factor, alpha-induced protein 1 (endothelial)	7126
347373	347373	W81684	TCEB1	Transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)	6921
37234	37234	R35283	MAP4K2	Mitogen-activated protein kinase kinase kinase kinase 2	5871
42118	42118	R60722	P2RX4	Purinergic receptor P2X, ligand-gated ion channel, 4	5025
810974	810974	AA459632	HLTF	Helicase-like transcription factor	6596
207794	207794	H59000	NFE2	Nuclear factor (erythroid-derived 2), 45kDa	4778
193990	193990	R83875	ABCB10	ATP-binding cassette, sub-family B (MDR/TAP), member 10	23456
377152	377152	AA055101	NDUFS4	NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase)	4724
35077	35077	R25020	SPEG	SPEG complex locus	10290
245136	245136	N54389	ATMIN	ATM interactor	23300
153340	153340	R50407	CXCL2	Chemokine (C-X-C motif) ligand 2	2920
752732	752732	AA417881	BLMH	Bleomycin hydrolase	642
756480	756480	AA436406	NMT1	N-myristoyltransferase 1	4836
154465	154465	R54850	BPHL	Biphenyl hydrolase-like (serine hydrolase)	670
134748	134748	R28294	GCSH	Glycine cleavage system protein H (aminomethyl carrier)	2653
132012	132012	R24894		Transcribed locus	
768443	768443	AA495936	MGST1	Microsomal glutathione S-transferase 1	4257
137794	137794	R68237	ACVR2B	Activin A receptor, type IIB	93
203721	203721	H56069	GCLC	Glutamate-cysteine ligase, catalytic subunit	2729
49518	49518	H15707	TRAM1	Translocation associated membrane protein 1	23471
52228	52228	H23378	GRIA1	Glutamate receptor, ionotropic, AMPA 1	2890
194214	194214	R83270	TGIF1	TGFB-induced factor homeobox 1	7050
753467	753467	AA406551	SLC2A3	Solute carrier family 2 (facilitated glucose transporter), member 3	6515
823930	823930	AA490209	ARPC1A	Actin related protein 2/3 complex, subunit 1A, 41kDa	10552
173228	173228	H22652	GMFB	Glia maturation factor, beta	2764
366558	366558	AA026631	RANGAP1	Ran GTPase activating protein 1	5905
214990	214990	H72027			
365060	365060	AA025058	RAB11A	RAB11A, member RAS oncogene family	8766
230218	230218	H94857	BLOC1S1	Biogenesis of lysosomal organelles complex-1, subunit 1	2647
469686	469686	AA027840	RIT1	Ras-like without CAAX 1	6016
562927	562927	AA085597	LRRFIP1	Leucine rich repeat (in FLII) interacting protein 1	9208
234237	234237	H69334	PIR	Pirin (iron-binding nuclear protein)	8544
214068	214068	H72474			
177621	177621	H42247		Transcribed locus	
510542	510542	AA055862			
243675	243675	N50014			
813707	813707	AA453774	RGS16	Regulator of G-protein signaling 16	6004
813818	813818	AA453701	RRP8	Ribosomal RNA processing 8, methyltransferase, homolog (yeast)	23378
241982	241982	H93068			
360213	360213	AA013094	KCNAB1	Potassium voltage-gated channel, shaker-related subfamily, beta member 1	7881
531028	531028	AA070381	PRKAG1	Protein kinase, AMP-activated, gamma 1 non-catalytic subunit	5571
241985	241985	H93815	SNRPN	Small nuclear ribonucleoprotein polypeptide N	6638
727792	727792	AA393408	PDE1A	Phosphodiesterase 1A, calmodulin-dependent	5136
127928	127928	R09039			
127519	127519	R08876		Transcribed locus	
813591	813591	AA447824	ACOT8	Acyl-CoA thioesterase 8	10005
361048	361048	AA017382	SND1	Staphylococcal nuclease and tudor domain containing 1	27044
198917	198917	H82977	FAM134C	Family with sequence similarity 134, member C	162427
810734	810734	AA480820	POLD4	Polymerase (DNA-directed), delta 4	57804
771084	771084	AA427367	CNTD1	Cyclin N-terminal domain containing 1	124817
289337	289337	N92646			
813714	813714	AA453850	CFLAR	CASP8 and FADD-like apoptosis regulator	8837
248454	248454	N59626	PDIA4	Protein disulfide isomerase family A, member 4	9601
127193	127193	R08266	MFSD2B	Major facilitator superfamily domain containing 2B	388931
768272	768272	AA495724	TNS3	Tensin 3	64759
321708	321708	W33012	TFDP1	Transcription factor Dp-1	7027
564846	564846	AA129338	THOC1	THO complex 1	9984
359982	359982	AA063521			
126368	126368	R06446			
511428	511428	AA126115	FXYD3	FXYD domain containing ion transport regulator 3	5349
221092	221092	H91651	GABPB1	GA binding protein transcription factor, beta subunit 1	2553
812251	812251	AA455056	MAPKAPK2	Mitogen-activated protein kinase-activated protein kinase 2	9261
260325	260325	H96241	GABPA	GA binding protein transcription factor, alpha subunit 60kDa	2551
727292	727292	AA401693	CD163	CD163 molecule	9332
183200	183200	H44956	FAH	Fumarylacetoacetate hydrolase (fumarylacetoacetase)	2184
21738	21738	T65482	HADH	Hydroxyacyl-CoA dehydrogenase	3033
469412	469412	AA026917	FH	Fumarate hydratase	2271
72050	72050	T52435	CLNS1A	Chloride channel, nucleotide-sensitive, 1A	1207
133213	133213	R28447	FUT4	Fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific)	2526
754046	754046	AA480035	LAGE3	L antigen family, member 3	8270
308437	308437	N95761			
810040	810040	AA455272	TMEM187	Transmembrane protein 187	8269
669419	669419	AA253413	FXN	Frataxin	2395
154749	154749	R55619	DPAGT1	Dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	1798
681948	681948	AA256123	FHIT	Fragile histidine triad	2272
813751	813751	AA453898	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	6484
146605	146605	R80041	FPR2	Formyl peptide receptor 2	2358
813158	813158	AA456688	DRG2	Developmentally regulated GTP binding protein 2	1819
131839	131839	R24635	FOLR1	Folate receptor 1 (adult)	2348
299154	299154	W05406	PIGK	Phosphatidylinositol glycan anchor biosynthesis, class K	10026
214068	214068	H72474			
770216	770216	AA434117	EHMT2	Euchromatic histone-lysine N-methyltransferase 2	10919
296679	296679	W02256		Clone HLS_IMAGE_296679 mRNA sequence	
30502	30502	R41685	DLL1	Delta-like 1 (Drosophila)	28514
202535	202535	H53340	MT1G	Metallothionein 1G	4495
139573	139573	R64190	RNPEP	Arginyl aminopeptidase (aminopeptidase B)	6051
327304	327304	W02116	DCAF8	DDB1 and CUL4 associated factor 8	50717
811842	811842	AA443177	SRP72	Signal recognition particle 72kDa	6731
812105	812105	AA456008	MLLT11	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11	10962
243580	243580	N49810	CHD2	Chromodomain helicase DNA binding protein 2	1106
33941	33941	R45941	PTPRN	Protein tyrosine phosphatase, receptor type, N	5798
262996	262996	H99736		Transcribed locus	
135773	135773	R33191	TERF1	Telomeric repeat binding factor (NIMA-interacting) 1	7013
130820	130820	R22178	PAXIP1	PAX interacting (with transcription-activation domain) protein 1	22976
756847	756847	AA425806	DEAF1	Deformed epidermal autoregulatory factor 1 (Drosophila)	10522
203351	203351	H54367	BET1	Blocked early in transport 1 homolog (S. cerevisiae)	10282
193067	193067	H47069		Transcribed locus	
340558	340558	W55964	ARPC5	Actin related protein 2/3 complex, subunit 5, 16kDa	10092
156045	156045	R72518	SCAMP3	Secretory carrier membrane protein 3	10067
202904	202904	H54020		Transcribed locus, strongly similar to NP_001034124.1 splicing factor, arginine/serine-rich 7 [Rattus norvegicus]	
135527	135527	R32802	SCAMP2	Secretory carrier membrane protein 2	10066
293916	293916	N95144			
49860	49860	H29474	PDK2	Pyruvate dehydrogenase kinase, isozyme 2	5164
358850	358850	W94609	TMED10	Transmembrane emp24-like trafficking protein 10 (yeast)	10972
810761	810761	AA480851	CLDN10	Claudin 10	9071
138991	138991	R62603	COL6A3	Collagen, type VI, alpha 3	1293
197525	197525	H52001	FMO5	Flavin containing monooxygenase 5	2330
251019	251019	H97778	CDH1	Cadherin 1, type 1, E-cadherin (epithelial)	999
139009	139009	R62612	FN1	Fibronectin 1	2335
471266	471266	AA033564	DGCR6L	DiGeorge syndrome critical region gene 6-like	85359
811162	811162	AA486471	FMOD	Fibromodulin	2331
755239	755239	AA422058	METTL1	Methyltransferase like 1	4234
752631	752631	AA417654		Transcribed locus	
341246	341246	W58658	CLPP	ClpP caseinolytic peptidase, ATP-dependent, proteolytic subunit homolog (E. coli)	8192
809464	809464	AA456160			
26711	26711	R13925	NCBP2	Nuclear cap binding protein subunit 2, 20kDa	22916
360478	360478	AA015793	FGF1	Fibroblast growth factor 1 (acidic)	2246
254321	254321	N22178	C1D	C1D nuclear receptor corepressor	10438
121722	121722	T98152	FBN2	Fibrillin 2	2201
363144	363144	AA018906	TFAP2B	Transcription factor AP-2 beta (activating enhancer binding protein 2 beta)	7021
767851	767851	AA418811	FBN1	Fibrillin 1	2200
70349	70349	T54418	FOXO4	Forkhead box O4	4303
66728	66728	T64893	FECH	Ferrochelatase	2235
809992	809992	AA455193	PSMD2	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	5708
236355	236355	H62396		Transcribed locus	
166236	166236	R88192	FAM3A	Family with sequence similarity 3, member A	60343
813757	813757	AA453816	FOLR2	Folate receptor 2 (fetal)	2350
184365	184365	H45967	CDK9	Cyclin-dependent kinase 9	1025
306901	306901	N91952		Transcribed locus	
210317	210317	H65526	RAB11B	RAB11B, member RAS oncogene family	9230
26021	26021	R39954			
150702	150702	H02340	HOXB5	Homeobox B5	3215
243321	243321	H94720	PARG	Poly (ADP-ribose) glycohydrolase	8505
897497	897497	AA497085	HOXA10	Homeobox A10	3206
46897	46897	H09914	PMVK	Phosphomevalonate kinase	10654
812246	812246	AA455043	HLCS	Holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase)	3141
48182	48182	H12279			
212649	212649	H70473	HRG	Histidine-rich glycoprotein	3273
41356	41356	R59164	PPP2R5A	Protein phosphatase 2, regulatory subunit B@#$%&, alpha	5525
171936	171936	H19068	HPCA	Hippocalcin	3208
26578	26578	R13806	PES1	Pescadillo ribosomal biogenesis factor 1	23481
363103	363103	AA019511			
293104	293104	N91990	PHYH	Phytanoyl-CoA 2-hydroxylase	5264
129506	129506	R14855	FBXO34	F-box protein 34	55030
124753	124753	R02189	ABCD4	ATP-binding cassette, sub-family D (ALD), member 4	5826
211780	211780	H71868			
347434	347434	W81191	LEPREL4	Leprecan-like 4	10609
23185	23185	T77595	TNC	Tenascin C	3371
137254	137254	R37519			
150623	150623	H02158			
27787	27787	R40400	CHL1	Cell adhesion molecule with homology to L1CAM (close homolog of L1)	10752
327350	327350	W02101		Transcribed locus	
123474	123474	R00707	SCD	Stearoyl-CoA desaturase (delta-9-desaturase)	6319
767828	767828	AA418773	HPS1	Hermansky-Pudlak syndrome 1	3257
143519	143519	R75819	FKBP2	FK506 binding protein 2, 13kDa	2286
302591	302591	W38571	RHOH	Ras homolog family member H	399
241788	241788	H91815	FGB	Fibrinogen beta chain	2244
549146	549146	AA083407	TRIM22	Tripartite motif containing 22	10346
302292	302292	N78831	EXT2	Exostosin 2	2132
241880	241880	H93249	DDX24	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24	57062
135449	135449	R32756	EWSR1	Ewing sarcoma breakpoint region 1	2130
810813	810813	AA458884	S100A2	S100 calcium binding protein A2	6273
665774	665774	AA193254			
177737	177737	H46663			
209296	209296	H63361		Transcribed locus	
742101	742101	AA405891	PAX8	Paired box 8	7849
34849	34849	R20379	EEF2	Eukaryotic translation elongation factor 2	1938
810724	810724	AA480815	IER3	Immediate early response 3	8870
49509	49509	H15634	EPOR	Erythropoietin receptor	2057
511066	511066	AA100296	PAPOLA	Poly(A) polymerase alpha	10914
126788	126788	R07150	SPTA1	Spectrin, alpha, erythrocytic 1 (elliptocytosis 2)	6708
194182	194182	H51066		Transcribed locus	
156473	156473	R73525	EPHX2	Epoxide hydrolase 2, cytoplasmic	2053
275871	275871	R93829	NAP1L1	Nucleosome assembly protein 1-like 1	4673
823943	823943	AA490223	EPS15	Epidermal growth factor receptor pathway substrate 15	2060
470175	470175	AA029842	MTCP1NB	Mature T-cell proliferation 1 neighbor	100272147
137017	137017	R35665			
